Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
HONDA,Used,Petrol,80000.0,City IVTEC,1080000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,70000.0,Corolla GLI,1250000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,138000.0,Alto,430000.0,Sukkar,Cash,2010.0
DAIHATSU,Used,Petrol,186000.0,Cuore,585000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,75000.0,Hijet,690000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,82000.0,Cultus VXR,690000.0,Lahore,Cash,2010.0
TOYOTA,Used,Petrol,40000.0,Vitz,1250000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,74000.0,Estima,3350000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,106988.0,Civic VTi,1100000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,45000.0,Corolla XLI,1285000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,65000.0,Civic VTi Oriel Prosmatec,1370000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,80000.0,Mehran VX,470000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,94000.0,Alto,535000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,75000.0,Corolla GLI,1190000.0,Karachi,Cash,2010.0
OTHER BRANDS,Used,Petrol,124000.0,Other,850000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,89000.0,Passo,1040000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,80000.0,Corolla XLI,1250000.0,Karachi,Cash,2010.0
TOYOTA,New,Petrol,118000.0,Corolla GLI,1390000.0,Faisalabad,Cash,2010.0
SUZUKI,Used,Petrol,85000.0,Alto,980000.0,Islamabad,Cash,2010.0
SUZUKI,Used,Petrol,75000.0,Mehran VX,450000.0,Lahore,Cash,2010.0
SUZUKI,Used,Cng,111000.0,Cultus VXR,680000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,170000.0,Corolla GLI,1100000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,90000.0,Civic Prosmetic,1250000.0,Lahore,Cash,2010.0
HONDA,Used,Petrol,130000.0,Civic VTi Oriel Prosmatec,1350000.0,Islamabad,Cash,2010.0
TOYOTA,Used,Petrol,500000.0,Vitz,1200000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,62000.0,Alto,615000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,105000.0,Vitz,1095000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,62000.0,Alto,615000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,96000.0,Passo,1000000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,82000.0,Vitz,1150000.0,Lahore,Cash,2010.0
SUZUKI,Used,Cng,95000.0,Bolan,620000.0,Islamabad,Cash,2010.0
TOYOTA,Used,Petrol,69000.0,Vitz,1030000.0,Lahore,Cash,2010.0
HONDA,Used,Petrol,139521.0,Civic VTi Oriel,1190000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,1.0,Alto,950000.0,Karachi,Cash,2010.0
TOYOTA,Used,Diesel,134000.0,Corolla 2.0 D,1080000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,543210.0,Cultus VXL,200000.0,Karachi,Installment/Leasing,2010.0
SUZUKI,Used,Petrol,750000.0,Bolan,590000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,76000.0,Mehran VX,450000.0,Rahimyar Khan,Cash,2010.0
TOYOTA,Used,Petrol,70000.0,Vitz,1125000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,1.0,Alto,540000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,86000.0,Alto,580000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,90000.0,Every,790000.0,Karachi,Cash,2010.0
NISSAN,New,Petrol,10.0,Clipper,200000.0,Karachi,Installment/Leasing,2010.0
TOYOTA,Used,Petrol,26500.0,Corolla GLI,1350000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,75000.0,Alto,535000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,116000.0,Hijet,750000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,58000.0,Cultus VXL,770000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,67000.0,Civic VTi,1250000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,112000.0,Alto,580000.0,Karachi,Cash,2010.0
TOYOTA,Used,Hybrid,120000.0,Prius,2000000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,100000.0,Mehran VXR,400000.0,Karachi,Cash,2010.0
TOYOTA,Used,Cng,110000.0,Corolla XLI,1130000.0,Karachi,Cash,2010.0
NISSAN,New,Petrol,138900.0,Clipper,645000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,45000.0,Cultus VXR,715000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,30000.0,Civic VTi Oriel,300000.0,Karachi,Installment/Leasing,2010.0
HONDA,New,Petrol,139000.0,Acty,645000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,60000.0,Passo,1090000.0,Karachi,Cash,2010.0
SUZUKI,New,Cng,82000.0,Alto,540000.0,Karachi,Cash,2010.0
TOYOTA,Used,Hybrid,140000.0,Prius,1770000.0,Islamabad,Cash,2010.0
SUZUKI,Used,Petrol,74000.0,Every,670000.0,Lahore,Cash,2010.0
TOYOTA,Used,Petrol,136000.0,Corolla GLI,1335000.0,Islamabad,Cash,2010.0
TOYOTA,Used,Petrol,116000.0,Corolla GLI,1275000.0,Karachi,Cash,2010.0
NISSAN,Used,Petrol,56500.0,Clipper,720000.0,Lahore,Cash,2010.0
DAIHATSU,Used,Cng,127000.0,Cuore,545000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,60000.0,Bolan,560000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,40000.0,Mehran VXR,450000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,85000.0,Bolan,490000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,43000.0,Mehran VX,360000.0,Karachi,Cash,2010.0
NISSAN,Used,Petrol,180000.0,Clipper,630000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,1.0,Cultus VXR,700000.0,Karachi,Cash,2010.0
TOYOTA,Used,Cng,125000.0,Corolla XLI,1120000.0,Karachi,Cash,2010.0
MAZDA,Used,Petrol,115000.0,Carol,820000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,48288.0,Civic VTi Oriel Prosmatec,1370000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,87000.0,Every,820000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,60000.0,Civic Prosmetic,1270000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,49000.0,Mehran VX,375000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,850000.0,Alto,495000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,123.0,Mehran VXR,425000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,180950.0,Corolla GLI,1250000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,73000.0,Civic VTi Oriel Prosmatec,1200000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,80000.0,Mehran VX,545000.0,Islamabad,Cash,2010.0
DAIHATSU,Used,Petrol,45000.0,Cuore,600000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,45000.0,Corolla XLI,1320000.0,Lahore,Cash,2010.0
HONDA,Used,Petrol,130000.0,Civic VTi Oriel,1380000.0,Islamabad,Cash,2010.0
SUZUKI,Used,Petrol,86000.0,Liana,885000.0,Lahore,Cash,2010.0
SUZUKI,Used,Cng,63865.0,Alto,550000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,77000.0,Swift,930000.0,Karachi,Cash,2010.0
TOYOTA,New,Petrol,51000.0,Vitz,1095000.0,Karachi,Cash,2010.0
NISSAN,Used,Petrol,63362.0,Clipper,600000.0,Karachi,Cash,2010.0
TOYOTA,Used,Cng,145000.0,Corolla GLI,1150000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,56000.0,Corolla XLI,1350000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,59500.0,Other,1195000.0,Karachi,Cash,2010.0
TOYOTA,New,Petrol,76000.0,Vitz,1090000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,85000.0,Alto,660000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,95000.0,Corolla XLI,1200000.0,Lahore,Cash,2010.0
DAIHATSU,Used,Petrol,73000.0,Cuore,785000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,80000.0,Swift,945000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,68000.0,Alto,620000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,64900.0,City IVTEC,1200000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,73000.0,Vitz,1150000.0,Karachi,Cash,2010.0
TOYOTA,Used,Cng,80953.0,Corolla GLI,1100000.0,Hyderabad,Cash,2010.0
TOYOTA,New,Petrol,60000.0,Corolla GLI,1150000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,2000.0,Cultus VXR,675000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,74000.0,Passo,1043000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,97000.0,Alto,560000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,84545.0,Corolla GLI,115000.0,Karachi,Cash,2010.0
TOYOTA,New,Cng,78400.0,Corolla XLI,1150000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,70000.0,Vitz,1030000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,78000.0,Vitz,1135000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,71223.0,Every,840000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,87000.0,Corolla GLI,1250000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,74000.0,Swift,900000.0,Karachi,Cash,2010.0
TOYOTA,New,Petrol,25000.0,Corolla GLI,1500000.0,Karachi,Cash,2010.0
TOYOTA,New,Petrol,87000.0,Corolla GLI,1200000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,65000.0,Cultus VXR,670000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,85000.0,Corolla GLI,1150000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,71500.0,Cultus VXR,670000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,87800.0,Civic VTi Oriel Prosmatec,1210000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,75000.0,Cultus VXR,675000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,75527.0,Swift,950000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,140000.0,City IVTEC,1120000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,50000.0,Mehran VXR,510000.0,Lahore,Cash,2010.0
SUZUKI,Used,Petrol,100000.0,Mehran VXR,520000.0,Islamabad,Cash,2010.0
HONDA,Used,Petrol,140000.0,Civic Prosmetic,1230000.0,Islamabad,Cash,2010.0
DAIHATSU,New,Hybrid,45268.0,Mira,1250000.0,Lahore,Cash,2010.0
SUZUKI,Used,Petrol,220.0,Liana,855000.0,Lahore,Cash,2010.0
SUZUKI,Used,Petrol,101000.0,Every,880000.0,Lahore,Cash,2010.0
TOYOTA,New,Petrol,100000.0,Corolla GLI,1220000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,92000.0,City Vario,1200000.0,Karachi,Cash,2010.0
NISSAN,Used,Petrol,1.0,Juke,1625000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,136000.0,Corolla GLI,1190000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,108000.0,City IVTEC,1200000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,90000.0,Cultus VXR,660000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,67000.0,Alto,560000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,98916.0,Cultus VXR,660000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,125000.0,Cuore,625000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,64000.0,Civic VTi Oriel Prosmatec,1380000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,85930.0,Alto,590000.0,Karachi,Cash,2010.0
TOYOTA,New,Petrol,51000.0,Vitz,995000.0,Karachi,Cash,2010.0
SUZUKI,New,Cng,620000.0,Mehran VX,375000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,72000.0,Terios Kid,1149000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,100000.0,Bolan,450000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Cng,80000.0,Cuore,650000.0,Karachi,Cash,2010.0
NISSAN,Used,Petrol,103091.0,Moco,800000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,77000.0,Vitz,1155000.0,Karachi,Cash,2010.0
HONDA,New,Petrol,57000.0,City IVTEC,1290000.0,Islamabad,Cash,2010.0
HONDA,Used,Petrol,106000.0,City IVTEC,1295000.0,Islamabad,Cash,2010.0
SUZUKI,Used,Petrol,100000.0,Cultus VXR,895000.0,Islamabad,Cash,2010.0
TOYOTA,Used,Petrol,103466.0,Corolla GLI,1400000.0,Islamabad,Cash,2010.0
SUZUKI,Used,Petrol,80000.0,Mehran VX,530000.0,Islamabad,Cash,2010.0
TOYOTA,Used,Petrol,84000.0,Passo,1050000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,66000.0,Cultus VXR,715000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,102000.0,Civic Prosmetic,1180000.0,Karachi,Cash,2010.0
HONDA,New,Petrol,123.0,City IVTEC,1130000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,10.0,Corolla XLI,1250000.0,Karachi,Cash,2010.0
SUZUKI,New,Cng,19000.0,Bolan,620000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,80000.0,Alto,520000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,21000.0,Alto,620000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,150000.0,City IVTEC,1175000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,15000.0,Every Wagon,1010000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,106000.0,Passo,1030000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,72285.0,City IVTEC,1220000.0,Karachi,Cash,2010.0
NISSAN,Used,Petrol,92000.0,Juke,1800000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,85000.0,Alto,575000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Cng,10400.0,Cuore,550000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,70000.0,Alto,530000.0,Karachi,Cash,2010.0
LEXUS,Used,Hybrid,47000.0,RX Series,6450000.0,Karachi,Cash,2010.0
HONDA,New,Petrol,66000.0,Civic VTi Oriel Prosmatec,1300000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,80000.0,Cultus VXR,690000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,47000.0,Alto,615000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,60950.0,Alto,525000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,70000.0,Cultus VXR,720000.0,Karachi,Cash,2010.0
MAZDA,Used,Petrol,124500.0,Scrum Wagon,950000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,112000.0,Alto,615000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,620000.0,Cultus VXR,645000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,85000.0,Hijet,695000.0,Karachi,Cash,2010.0
TOYOTA,Used,Hybrid,135000.0,Prius,1550000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,86000.0,Civic VTi Oriel Prosmatec,1400000.0,Lahore,Cash,2010.0
SUZUKI,Used,Petrol,12345.0,Every Wagon,200000.0,Peshawar,Installment/Leasing,2010.0
TOYOTA,New,Petrol,56000.0,Passo,1090000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,115000.0,Swift,850000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,1.0,Civic Prosmetic,1250000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,1240000.0,City IVTEC,1150000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,120000.0,Vitz,1200000.0,Karachi,Cash,2010.0
TOYOTA,New,Cng,74000.0,Corolla GLI,1165000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,59000.0,Cultus VXR,690000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,80000.0,Corrolla Altis,1390000.0,Karachi,Cash,2010.0
CHEVROLET,Used,Petrol,69000.0,Cruze,400000.0,Karachi,Installment/Leasing,2010.0
SUZUKI,Used,Cng,61300.0,Mehran VX,455000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,75000.0,Cultus VXR,730000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,79000.0,Civic VTi Oriel Prosmatec,1380000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,74000.0,Alto,590000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,81000.0,Civic VTi Oriel Prosmatec,1300000.0,Karachi,Cash,2010.0
TOYOTA,New,Hybrid,19500.0,Other,1250000.0,Karachi,Cash,2010.0
SUZUKI,New,Cng,123.0,Mehran VXR,390000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,137000.0,Hijet,750000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,100964.0,Alto,550000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,80000.0,Cultus VXL,720000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,100000.0,Cultus VXR,670000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,103000.0,Civic VTi Oriel Prosmatec,1320000.0,Karachi,Cash,2010.0
TOYOTA,New,Petrol,100000.0,Corolla GLI,1350000.0,Islamabad,Cash,2010.0
SUZUKI,Used,Petrol,56000.0,Swift,960000.0,Karachi,Cash,2010.0
LEXUS,New,Hybrid,67000.0,CT200h,2150000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,135000.0,Swift,950000.0,Lahore,Cash,2010.0
TOYOTA,Used,Petrol,87000.0,Vitz,1080000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,92000.0,Corrolla Altis,1350000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,85000.0,Civic VTi Oriel,1250000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,95000.0,Hijet,780000.0,Karachi,Cash,2010.0
TOYOTA,Used,Cng,132000.0,Corolla GLI,995000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,95000.0,Alto,599000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,1.0,Corrolla Altis,1400000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,85400.0,Hijet,825000.0,Lahore,Cash,2010.0
SUZUKI,New,Cng,65000.0,Alto,595000.0,Karachi,Cash,2010.0
TOYOTA,Used,Hybrid,160000.0,Prius,1450000.0,Lahore,Cash,2010.0
SUZUKI,Used,Petrol,233222.0,Bolan,150000.0,Lahore,Installment/Leasing,2010.0
SUZUKI,Used,Petrol,111000.0,Cultus VXR,650000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,60000.0,Alto,530000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,100000.0,Mehran VX,400000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,107000.0,Civic Prosmetic,1260000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,67000.0,Cultus VXR,720000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,85000.0,Corrolla Altis,1345000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,85000.0,Corrolla Altis,1390000.0,Karachi,Cash,2010.0
HYUNDAI,Used,Petrol,16000.0,Santro,200000.0,Karachi,Installment/Leasing,2010.0
SUZUKI,Used,Cng,122650.0,Alto,490000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,50000.0,Baleno,510000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,50000.0,Prado,8000000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,64000.0,Corrolla Altis,1520000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,7026.0,Cultus VXR,650000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,79000.0,Alto,588000.0,Karachi,Cash,2010.0
LEXUS,Used,Petrol,58104.0,LX Series,17000000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,95000.0,Land Cruiser,9800000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,68000.0,Other,750000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,124583.0,Alto,575000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,140000.0,Alto,600000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,62000.0,Cultus VXR,650000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,110567.0,Alto,575000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,86000.0,Alto,540000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,160000.0,Alto,475000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,40000.0,Bolan,540000.0,Karachi,Cash,2010.0
NISSAN,Used,Petrol,170000.0,Clipper,650000.0,Karachi,Cash,2010.0
HONDA,New,Petrol,70000.0,Civic VTi Oriel Prosmatec,1450000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,77800.0,Civic VTi Oriel Prosmatec,1200000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,87000.0,Alto,575000.0,Karachi,Cash,2010.0
TOYOTA,Used,Cng,80000.0,Corolla GLI,1115000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,78000.0,Atrai Wagon,970000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,54000.0,Civic Prosmetic,1250000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,180000.0,Corolla GLI,103000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,50000.0,Cultus VXR,630000.0,Karachi,Cash,2010.0
MITSUBISHI,Used,Petrol,1000.0,Minicab Bravo,640000.0,Karachi,Cash,2010.0
HONDA,New,Petrol,123500.0,City IVTEC,1250000.0,Lahore,Cash,2010.0
SUZUKI,Used,Cng,81000.0,Alto,595000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,96000.0,Corrolla Altis,1300000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,52000.0,Cultus VXR,750000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,75000.0,Cultus VXR,725000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,100000.0,Bolan,620000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,52800.0,Cultus VXR,695000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,41000.0,Cultus VXR,750000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,85000.0,Alto,570000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,102000.0,Hijet,725000.0,Karachi,Cash,2010.0
TOYOTA,Used,Cng,150000.0,Corolla XLI,1000000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,103000.0,Civic Prosmetic,1125000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Cng,74000.0,Cuore,585000.0,Karachi,Cash,2010.0
TOYOTA,New,Petrol,9.0,Corrolla Altis,1230000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,95000.0,Corolla XLI,1070000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,75000.0,Corolla XLI,1250000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,85000.0,Cultus VXR,780000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,18000.0,City IDSI,200000.0,Karachi,Installment/Leasing,2010.0
HONDA,Used,Petrol,70.0,City IVTEC,1060000.0,Karachi,Cash,2010.0
SUZUKI,New,Petrol,58000.0,Alto,585000.0,Karachi,Cash,2010.0
SUZUKI,Used,Hybrid,15000.0,Ignis,750000.0,Karak,Cash,2010.0
HONDA,Used,Petrol,69000.0,Civic Prosmetic,1250000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,480000.0,Passo,1150000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,60580.0,Alto,585000.0,Karachi,Cash,2010.0
TOYOTA,Used,Hybrid,114000.0,Prius,1500000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,8000.0,Khyber,200000.0,Karachi,Installment/Leasing,2010.0
HONDA,Used,Cng,85000.0,City IVTEC,1075000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,80000.0,Alto,560000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,58000.0,Cultus VXR,720000.0,Karachi,Cash,2010.0
TOYOTA,New,Diesel,75000.0,Hilux,3290000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,96000.0,Mira,920000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Petrol,93000.0,Mira,900000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,1.0,Cultus VXR,720000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,89000.0,Corolla XLI,1200000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,85000.0,Every,775000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,70000.0,Mehran VXR,480000.0,Islamabad,Cash,2010.0
HONDA,Used,Petrol,125000.0,City Vario,1370000.0,Islamabad,Cash,2010.0
SUZUKI,Used,Petrol,53000.0,Alto,890000.0,Karachi,Cash,2010.0
CHEVROLET,Used,Petrol,96052.0,Optra,200000.0,Karachi,Installment/Leasing,2010.0
TOYOTA,Used,Petrol,85000.0,Vitz,1100000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,28000.0,Alto,620000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,80000.0,Mehran VX,390000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,1.0,Cultus VXL,720000.0,Karachi,Cash,2010.0
DAIHATSU,Used,Hybrid,80452.0,Cuore,590000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,100000.0,Cultus VXR,700000.0,Karachi,Cash,2010.0
TOYOTA,New,Petrol,58000.0,Corolla XLI,1190000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,38440.0,City Aspire,1450000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,52000.0,Alto,885000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,99000.0,Cultus VXR,750000.0,Karachi,Cash,2010.0
SUZUKI,Used,Cng,81000.0,Mehran VXR,400000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,85000.0,Alto,750000.0,Karachi,Cash,2010.0
SUZUKI,Used,Petrol,80000.0,Alto,570000.0,Karachi,Cash,2010.0
SUZUKI,New,Cng,10000.0,Mehran VXR,450000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,70000.0,Vitz,1150000.0,Karachi,Cash,2010.0
HONDA,Used,Petrol,30000.0,Civic VTi Oriel,1200000.0,Karachi,Cash,2010.0
TOYOTA,Used,Petrol,80700.0,Vitz,1095000.0,Lahore,Cash,2010.0
