Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
SUZUKI,Used,Petrol,40000.0,Wagon R,250000.0,Karachi,Cash,2013.0
TOYOTA,Used,Diesel,68500.0,Hilux,3150000.0,Karachi,Cash,2013.0
TOYOTA,Used,Hybrid,68000.0,Prius,2315000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,74400.0,Rush,1620000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,37150.0,Wagon R,1125000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,100000.0,Esse,830000.0,Islamabad,Cash,2013.0
TOYOTA,Used,Hybrid,99000.0,Aqua,1730000.0,Islamabad,Cash,2013.0
HONDA,Used,Petrol,100000.0,City Aspire,1550000.0,Rawalpindi,Cash,2013.0
TOYOTA,Used,Petrol,98000.0,Corolla XLI,1450000.0,Islamabad,Cash,2013.0
HONDA,Used,Petrol,60000.0,N One,1225000.0,Lahore,Cash,2013.0
TOYOTA,Used,Petrol,61000.0,Aqua,1740000.0,Islamabad,Cash,2013.0
SUZUKI,Used,Petrol,56400.0,Cultus VXR,825000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,56000.0,Esse,790000.0,Lahore,Cash,2013.0
DAIHATSU,Used,Petrol,184.0,Hijet,845000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,123.0,Bolan,570000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,85900.0,Cultus VXR,848000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,89500.0,Civic VTi Oriel Prosmatec,1790000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,71000.0,Mira,1100000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,68000.0,City IVTEC,1390000.0,Karachi,Cash,2013.0
TOYOTA,Used,Diesel,71000.0,Hilux,3350000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,52300.0,Move,1050000.0,Lahore,Cash,2013.0
SUZUKI,New,Petrol,51000.0,Swift,1150000.0,Karachi,Cash,2013.0
MAZDA,New,Petrol,123455.0,Scrum,880000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,44000.0,Vezel,2800000.0,Islamabad,Cash,2013.0
SUZUKI,Used,Petrol,185000.0,Cultus VXR,950000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,130000.0,Mira,1050000.0,Karachi,Cash,2013.0
TOYOTA,Used,Diesel,55000.0,Hilux,3100000.0,Karachi,Cash,2013.0
TOYOTA,Used,Hybrid,69000.0,Aqua,1790000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,43000.0,Pixis Epoch,1050000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,63400.0,City IVTEC,1420000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,60000.0,Swift,1025000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,110500.0,Mira,1030000.0,Karachi,Cash,2013.0
TOYOTA,Used,Hybrid,42000.0,Aqua,1875000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,80000.0,Passo,1200000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,57000.0,Corolla GLI,1430000.0,Karachi,Cash,2013.0
SUZUKI,New,Petrol,86000.0,Alto,950000.0,Karachi,Cash,2013.0
NISSAN,Used,Petrol,145000.0,Clipper,745000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,76000.0,Mira,1060000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,700000.0,Corolla GLI,1560000.0,Islamabad,Cash,2013.0
SUZUKI,Used,Petrol,67988.0,Mehran VX,550000.0,Islamabad,Cash,2013.0
TOYOTA,Used,Petrol,188000.0,Corolla GLI,1540000.0,Islamabad,Cash,2013.0
TOYOTA,Used,Petrol,41500.0,Fortuner,4050000.0,Karachi,Cash,2013.0
SUZUKI,Used,Cng,99000.0,Cultus VXR,810000.0,Karachi,Cash,2013.0
TOYOTA,Used,Diesel,30000.0,Hilux,3500000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,60000.0,Cultus VXR,750000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,54000.0,Wagon R Stingray,1130000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,55650.0,Cultus VXR,810000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,16000.0,Alto,830000.0,Karachi,Cash,2013.0
TOYOTA,New,Hybrid,74000.0,Prius,2150000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,55000.0,Cultus VXR,845000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,1.0,Belta,1400000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,1200.0,Corolla XLI,1300000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,43212.0,Civic VTi Oriel Prosmatec,1875000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,64000.0,Vitz,1335000.0,Lahore,Cash,2013.0
HONDA,New,Hybrid,47000.0,Freed,2050000.0,Islamabad,Cash,2013.0
DAIHATSU,New,Petrol,199000.0,Hijet,875000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,123463.0,Hijet,1040000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,62000.0,Corolla XLI,1390000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,25000.0,Land Cruiser,2800000.0,Karachi,Installment/Leasing,2013.0
DAIHATSU,New,Petrol,162000.0,Hijet,890000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,53000.0,Civic VTi Oriel Prosmatec,1750000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,71000.0,City IVTEC,1435000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,53960.0,Passo,1350000.0,Islamabad,Cash,2013.0
DAIHATSU,New,Petrol,35000.0,Mira,1155000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,73000.0,Mira,1085000.0,Karachi,Cash,2013.0
TOYOTA,Used,Cng,75000.0,Corolla XLI,1500000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,55000.0,Mira,1020000.0,Lahore,Cash,2013.0
SUZUKI,New,Petrol,50000.0,Mehran VX,630000.0,Islamabad,Cash,2013.0
TOYOTA,New,Petrol,75000.0,Other,1050000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,65000.0,Corolla XLI,1500000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,137820.0,Probox,1080000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,89000.0,Corolla XLI,1380000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,69000.0,Swift,1070000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,70000.0,City IVTEC,1420000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,80000.0,Corolla GLI,1600000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,85000.0,Corolla GLI,1500000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,111111.0,Cultus VX,850000.0,Lahore,Cash,2013.0
TOYOTA,Used,Petrol,117000.0,Corolla GLI,1550000.0,Karachi,Cash,2013.0
HONDA,New,Petrol,65000.0,Civic VTi,1750000.0,Islamabad,Cash,2013.0
DAIHATSU,Used,Petrol,105009.0,Mira,950000.0,Islamabad,Cash,2013.0
TOYOTA,Used,Petrol,137000.0,Corolla GLI,1700000.0,Islamabad,Cash,2013.0
HONDA,Used,Petrol,63000.0,City IVTEC,1460000.0,Lahore,Cash,2013.0
SUZUKI,Used,Petrol,47000.0,Wagon R,1230000.0,Rawalpindi,Cash,2013.0
HONDA,Used,Petrol,45000.0,City IVTEC,1375000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,80000.0,Corolla GLI,1620000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,65000.0,Mehran VXR,470000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,36500.0,Corolla GLI,1680000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,47000.0,Vitz,1370000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,118000.0,Hijet,930000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,510000.0,Vitz,1450000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,91000.0,Vitz,1550000.0,Karachi,Cash,2013.0
SUZUKI,New,Petrol,49000.0,Cultus VXR,875000.0,Lahore,Cash,2013.0
SUZUKI,Used,Petrol,82000.0,Mehran VX,590000.0,Lahore,Cash,2013.0
DAIHATSU,New,Petrol,12556.0,Hijet,890000.0,Karachi,Cash,2013.0
NISSAN,Used,Petrol,38000.0,Roox,850000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,67089.0,Corolla GLI,1500000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,50000.0,Alto,950000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,13000.0,Passo,1250000.0,Karachi,Cash,2013.0
HONDA,Used,Hybrid,125000.0,Civic Hybrid,1310000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,39623.0,Hijet,850000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,10500.0,Mehran VX,55000.0,Rawalpindi,Cash,2013.0
AUDI,Used,Diesel,115000.0,Q7,4800000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,70000.0,Mehran VX,525000.0,Lahore,Cash,2013.0
TOYOTA,Used,Petrol,55000.0,Corolla GLI,1350000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,85000.0,Hijet,845000.0,Attock,Cash,2013.0
TOYOTA,New,Hybrid,42000.0,Aqua,1945000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,123456.0,Hijet,895000.0,Karachi,Cash,2013.0
TOYOTA,New,Hybrid,40000.0,Aqua,1935000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,160000.0,Hijet,900000.0,Karachi,Cash,2013.0
SUZUKI,Used,Cng,30000.0,Cultus VXR,850000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,53942.0,Mira,1090000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,58300.0,Cultus VXR,855000.0,Karachi,Cash,2013.0
SUZUKI,New,Cng,1.0,Cultus VXR,870000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,46809.0,Hijet,855000.0,Karachi,Cash,2013.0
NISSAN,New,Petrol,34000.0,Dayz Highway Star,1200000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,66768.0,Corolla GLI,1525000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,100000.0,Prado,9200000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,68000.0,Belta,1160000.0,Karachi,Cash,2013.0
HONDA,New,Petrol,43014.0,Civic VTi Oriel Prosmatec,1850000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,105000.0,Freed,1950000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,57.0,Mira,1050000.0,Karachi,Cash,2013.0
SUZUKI,Used,Cng,96578.0,Cultus VXR,800000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,170000.0,Corolla GLI,1450000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,65000.0,Hijet,905000.0,Karachi,Cash,2013.0
SUZUKI,New,Petrol,50000.0,Cultus VXR,840000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,70000.0,Move,980000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,35000.0,Cultus VXR,950000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,85000.0,Civic Prosmetic,1700000.0,Karachi,Cash,2013.0
TOYOTA,Used,Hybrid,120205.0,Prius Alpha,2500000.0,Karachi,Cash,2013.0
TOYOTA,Used,Hybrid,78000.0,Aqua,1685000.0,Karachi,Cash,2013.0
SUZUKI,Used,Cng,1.0,Cultus VXR,800000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,77000.0,Prado,7650000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,153000.0,Every,700000.0,Karachi,Cash,2013.0
HONDA,New,Petrol,25000.0,City Aspire,1575000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,156000.0,Hijet,865000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,50810.0,Civic VTi Oriel Prosmatec,1915000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,72000.0,Mira,1165000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,35000.0,Swift,800000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,67000.0,Civic VTi Oriel Prosmatec,1800000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,69000.0,Move,1025000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,61200.0,Civic VTi Oriel Prosmatec,1865000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,99000.0,Passo,1300000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,55000.0,Cultus VXR,815000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,45000.0,Alto,1040000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,28000.0,Civic Prosmetic,1865000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,52851.0,Cultus VXL,800000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,80000.0,Swift,980000.0,Karachi,Cash,2013.0
SUZUKI,Used,Cng,64000.0,Bolan,650000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,98000.0,Hijet,790000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,53000.0,Corolla GLI,1320000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,17325.0,Cultus VXR,920000.0,Islamabad,Cash,2013.0
SUZUKI,Used,Petrol,60000.0,Mehran VX,595000.0,Lahore,Cash,2013.0
DAIHATSU,Used,Petrol,90000.0,Move,1000000.0,Lahore,Cash,2013.0
HONDA,New,Petrol,51086.0,Civic VTi Oriel Prosmatec,1865000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,100000.0,Corolla GLI,1345000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,80000.0,Mehran VX,480000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,112.0,Hijet,860000.0,Karachi,Cash,2013.0
MITSUBISHI,Used,Petrol,43000.0,Ek Wagon,950000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,70000.0,Mehran VX,540000.0,Multan,Cash,2013.0
TOYOTA,Used,Petrol,56000.0,Corolla GLI,1580000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,145000.0,Corolla GLI,1475000.0,Lahore,Cash,2013.0
SUZUKI,Used,Petrol,87000.0,Swift,975000.0,Lahore,Cash,2013.0
HONDA,Used,Petrol,50324.0,N Box,1000000.0,Lahore,Cash,2013.0
SUZUKI,New,Petrol,74000.0,Cultus VXR,850000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,70000.0,Civic VTi Oriel Prosmatec,1850000.0,Lahore,Cash,2013.0
SUZUKI,Used,Petrol,85000.0,Cultus VX,940000.0,Islamabad,Cash,2013.0
TOYOTA,Used,Petrol,156.0,Passo,1050000.0,Islamabad,Cash,2013.0
TOYOTA,New,Petrol,25000.0,Corolla GLI,1500000.0,Karachi,Cash,2013.0
SUZUKI,New,Petrol,69000.0,Wagon R,1050000.0,Karachi,Cash,2013.0
SUZUKI,New,Cng,840000.0,Cultus VXR,830000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,46300.0,Passo,1150000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,94600.0,Swift,1100000.0,Karachi,Cash,2013.0
TOYOTA,Used,Hybrid,95000.0,Aqua,1785000.0,Islamabad,Cash,2013.0
TOYOTA,Used,Petrol,72000.0,Corolla GLI,1385000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,75000.0,Mira,1050000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,90000.0,Corrolla Altis,1565000.0,Karachi,Cash,2013.0
HONDA,New,Petrol,67000.0,Civic VTi Oriel,1550000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,78000.0,Move,1175000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,81000.0,Mehran VXR,570000.0,Lahore,Cash,2013.0
DAIHATSU,Used,Petrol,46000.0,Move,1085000.0,Lahore,Cash,2013.0
SUZUKI,Used,Cng,4394.0,Swift,220000.0,Islamabad,Installment/Leasing,2013.0
TOYOTA,Used,Petrol,67000.0,Corolla GLI,1405000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,54000.0,Swift,1150000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,87000.0,Corolla XLI,1300000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,27000.0,Corolla GLI,1775000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,58000.0,Mehran VX,550000.0,Sargodha,Cash,2013.0
MITSUBISHI,Used,Petrol,41682.0,Ek Wagon,1050000.0,Karachi,Cash,2013.0
NISSAN,Used,Petrol,1.0,Moco,750000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,35000.0,Cultus VXR,850000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,61570.0,City IVTEC,1399999.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,73000.0,Corolla GLI,1365000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,68000.0,Alto,1090000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,115000.0,Corolla GLI,1550000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,71500.0,Swift,1150000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,117000.0,Corolla GLI,1650000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,87000.0,Vitz,1075000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,100000.0,City IVTEC,1300000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,94000.0,Cultus VXL,835000.0,Karachi,Cash,2013.0
HONDA,New,Petrol,51000.0,Civic VTi Oriel Prosmatec,1940000.0,Karachi,Cash,2013.0
OTHER BRANDS,Used,Petrol,21045.0,Other,250000.0,Islamabad,Installment/Leasing,2013.0
TOYOTA,Used,Petrol,20000.0,iQ,2300000.0,Peshawar,Installment/Leasing,2013.0
SUZUKI,Used,Petrol,76000.0,Every,910000.0,Karachi,Cash,2013.0
NISSAN,Used,Petrol,135000.0,Clipper,840000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,10.0,Corolla GLI,300000.0,Karachi,Installment/Leasing,2013.0
MITSUBISHI,Used,Petrol,43573.0,Ek Wagon,1065000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,50000.0,Corolla XLI,1475000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,48000.0,Mira,1035000.0,Karachi,Cash,2013.0
FAW,Used,Cng,39000.0,X-PV,720000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,76000.0,Hijet,975000.0,Karachi,Cash,2013.0
TOYOTA,Used,Cng,200000.0,Corolla GLI,1430000.0,Karachi,Cash,2013.0
SUZUKI,Used,Cng,1.0,Mehran VX,470000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,55000.0,Mira,1100000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,786.0,Life,750000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Cng,150000.0,Mira,1065000.0,Karachi,Cash,2013.0
NISSAN,Used,Petrol,69000.0,Dayz Highway Star,1150000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,98000.0,Alto,510000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,84000.0,Civic VTi Oriel Prosmatec,1850000.0,Karachi,Cash,2013.0
HONDA,New,Petrol,67500.0,City IVTEC,1430000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,110000.0,Corolla GLI,1575000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,58000.0,Mira,1115000.0,Karachi,Cash,2013.0
HONDA,New,Petrol,42000.0,Life,970000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,148000.0,Hilux,825000.0,Faisalabad,Cash,2013.0
SUZUKI,Used,Petrol,100000.0,Alto,1120000.0,Islamabad,Cash,2013.0
TOYOTA,Used,Petrol,65000.0,Corolla XLI,1470000.0,Lahore,Cash,2013.0
SUZUKI,Used,Cng,63000.0,Cultus VXR,880000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,67000.0,Cultus VXR,825000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,74000.0,Other,940000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,97500.0,Civic VTi Oriel,1480000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,11111.0,Alto,890000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,132000.0,Mira,900000.0,Islamabad,Installment/Leasing,2013.0
HONDA,New,Petrol,100000.0,City IVTEC,1470000.0,Islamabad,Cash,2013.0
DAIHATSU,Used,Petrol,69853.0,Mira,220000.0,Faisalabad,Installment/Leasing,2013.0
SUZUKI,Used,Petrol,120000.0,Wagon R,980000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,150000.0,Vitz,1350000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,147000.0,Allion,1700000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,28350.0,Mira,1030000.0,Karachi,Cash,2013.0
TOYOTA,New,Cng,99950.0,Corolla GLI,1490000.0,Karachi,Cash,2013.0
SUZUKI,Used,Cng,100.0,Bolan,650000.0,Karachi,Cash,2013.0
SUZUKI,New,Petrol,95000.0,Cultus VXR,820000.0,Islamabad,Cash,2013.0
HONDA,Used,Petrol,102300.0,City Aspire,1550000.0,Islamabad,Cash,2013.0
TOYOTA,Used,Petrol,63500.0,Vitz,1335000.0,Lahore,Cash,2013.0
SUZUKI,Used,Petrol,58000.0,Wagon R,1090000.0,Karachi,Cash,2013.0
SUZUKI,Used,Cng,50000.0,Bolan,190000.0,Karachi,Cash,2013.0
SUZUKI,New,Petrol,20000.0,Bolan,695000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,35000.0,City Aspire,320000.0,Islamabad,Installment/Leasing,2013.0
HONDA,Used,Petrol,66000.0,City Aspire,1385000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,77014.0,Bolan,580000.0,Karachi,Cash,2013.0
SUZUKI,Used,Cng,58000.0,Cultus VXR,820000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,42000.0,Mehran VXR,500000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,33000.0,Mira,1185000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,51000.0,Swift,1090000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,51000.0,Civic VTi Oriel Prosmatec,1835000.0,Karachi,Cash,2013.0
TOYOTA,Used,Diesel,75600.0,Hilux,3000000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,113000.0,Hijet,790000.0,Islamabad,Cash,2013.0
DAIHATSU,Used,Petrol,9000.0,Hijet,895000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,200000.0,Hijet,860000.0,Karachi,Cash,2013.0
SUZUKI,New,Petrol,48100.0,Cultus VXR,850000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,140000.0,Corolla GLI,1500000.0,Lahore,Cash,2013.0
SUZUKI,Used,Petrol,63000.0,Cultus VXR,825000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,66000.0,Corolla GLI,198000.0,Islamabad,Installment/Leasing,2013.0
SUZUKI,Used,Petrol,70000.0,Mehran VXR,470000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,62000.0,Corrolla Altis,1780000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,80000.0,Move,995000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Hybrid,70000.0,Mira,1050000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,81000.0,Hijet,825000.0,Karachi,Cash,2013.0
TOYOTA,Used,Diesel,62000.0,Hilux,3950000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,100000.0,Kei,755000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,95000.0,Mira,1070000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,51000.0,N One,945000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,82000.0,Vitz,1340000.0,Islamabad,Cash,2013.0
TOYOTA,Used,Petrol,137000.0,Corolla GLI,1800000.0,Islamabad,Cash,2013.0
SUZUKI,New,Petrol,65200.0,Mehran VXR,560000.0,Karachi,Cash,2013.0
MITSUBISHI,New,Petrol,12345.0,Minicab Bravo,800000.0,Karachi,Cash,2013.0
SUZUKI,New,Petrol,72000.0,Cultus VXR,930000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,55000.0,Alto,850000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Petrol,109000.0,Move,1010000.0,Karachi,Cash,2013.0
TOYOTA,Used,Cng,69673.0,Corolla XLI,1450000.0,Karachi,Cash,2013.0
SUZUKI,New,Cng,65000.0,Bolan,605000.0,Karachi,Cash,2013.0
SUZUKI,Used,Petrol,62000.0,Cultus VXL,820000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,131655.0,Civic VTi Oriel Prosmatec,1225000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,98000.0,Corolla GLI,1425000.0,Karachi,Cash,2013.0
SUZUKI,New,Petrol,1.0,Every Wagon,1450000.0,Karachi,Cash,2013.0
DAIHATSU,New,Petrol,90000.0,Hijet,925000.0,Karachi,Cash,2013.0
TOYOTA,New,Petrol,22500.0,Vitz,1450000.0,Karachi,Cash,2013.0
TOYOTA,Used,Cng,87000.0,Corolla GLI,1340000.0,Karachi,Cash,2013.0
TOYOTA,Used,Cng,72000.0,Corolla XLI,1325000.0,Karachi,Cash,2013.0
TOYOTA,New,Hybrid,80000.0,Aqua,1630000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,90000.0,Corolla XLI,1350000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,47000.0,Civic VTi Oriel Prosmatec,1925000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,12345.0,Corolla Fielder,1500000.0,Karachi,Cash,2013.0
HONDA,New,Petrol,60000.0,Civic VTi Oriel Prosmatec,1900000.0,Karachi,Cash,2013.0
HONDA,Used,Petrol,68000.0,City IVTEC,1430000.0,Karachi,Cash,2013.0
HONDA,New,Petrol,89000.0,Civic VTi Oriel Prosmatec,2100000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,93000.0,Vitz,1400000.0,Karachi,Cash,2013.0
TOYOTA,New,Diesel,75000.0,Hilux,3135000.0,Karachi,Cash,2013.0
MITSUBISHI,Used,Petrol,40000.0,Mirage,250000.0,Karachi,Installment/Leasing,2013.0
NISSAN,Used,Petrol,58750.0,Dayz Highway Star,1075000.0,Karachi,Cash,2013.0
HONDA,New,Petrol,82000.0,City Vario,1475000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,1.0,Corolla GLI,1600000.0,Kasur,Cash,2013.0
SUZUKI,Used,Petrol,58000.0,Swift,1290000.0,Karachi,Cash,2013.0
DAIHATSU,Used,Diesel,52000.0,Mira,1125000.0,Karachi,Cash,2013.0
MITSUBISHI,Used,Petrol,2013.0,EK Custom,950000.0,Karachi,Cash,2013.0
TOYOTA,Used,Petrol,5000.0,Hilux,600000.0,Karachi,Installment/Leasing,2013.0
